"# GtoPdb Version: 2025.1 - published: 2025-04-01"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","11747","BPR1R024","Synthetic organic",,,,"458923782","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.5","","IC50","","31.5","","=","","","","34606263"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5664","cediranib","Synthetic organic",,,,"178102292","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.300000190734863","","IC50","","5.0","","=","","","","15899831"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","10420","CHMFL-KIT-64","Synthetic organic",,,,"385612180","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.010000228881836","","IC50","","97.0","","=","In a biochemical assay.","","","31250638"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","9712","compound 5e [PMID: 28580438]","Synthetic organic",,,,"348353671","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.550000190734863","","Kd","","28.0","","=","","","","28580438"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","8175","compound 8h [PMID: 22765894]","Synthetic organic",,,,"249565855","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.890000343322754","","IC50","","1.2999999523162842","","=","","","","22765894"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","9905","compound 8i [PMID: 22765894]","Synthetic organic",,,,"363894199","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.819999694824219","","IC50","","1.5","","=","","","","21613405"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","8069","CP-673451","Synthetic organic",,,,"249565749","false","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","9.0","","IC50","","1.0","","=","","","","15705896"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","7882","crenolanib","Synthetic organic",,,,"223366211","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","8.489999771118164","","Kd","","3.200000047683716","","=","","","","22745105"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5962","dovitinib","Synthetic organic",,,,"178102585","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","8.300000190734863","","7.570000171661377","IC50","27.0","","5.0","=","","","","19113866|15598814"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","7886","famitinib","Synthetic organic",,,,"249565577","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.399999618530273","","IC50","","4.0","","=","","","","21028894"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5971","Flt-3 inhibitor II","Synthetic organic",,,,"178102594","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.769999980926514","","IC50","","171.0","","=","","","","16722630"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","9913","flumbatinib","Synthetic organic",,,,"363894207","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.510000228881836","","IC50","","307.0","","=","","","","20703259"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5982","GTP-14564","Synthetic organic",,,,"178102605","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.0","","IC50","","1000.0","","=","","","","12815052"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","9930","henatinib","Synthetic organic",,,,"363894224","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.960000038146973","","IC50","","11.0","","=","","","","21028894"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","11192","IACS-9439","Synthetic organic",,,,"434122252","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","6.349999904632568","","Kd","","450.0","","=","","","","32787110"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","10475","ibcasertib","Synthetic organic",,,,"385612234","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.03000020980835","","IC50","","93.0","","=","Inhibition in a biochemical assay.","","","28004478"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","9914","ilorasertib","Synthetic organic",,,,"363894208","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.889999866485596","","IC50","","13.0","","=","Measuring inhibition of kinase activity in a biochemical assay.","","","22935731"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","9691","KBP-7018","Synthetic organic",,,,"348353650","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.599999904632568","","IC50","","25.0","","=","","","","29152045"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5690","Ki-20227","Synthetic organic",,,,"178102317","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.659999847412109","","IC50","","217.0","","=","","","","17121910"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5657","linifanib","Synthetic organic",,,,"178102285","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.179999828338623","","IC50","","66.0","","=","","","","16648571"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","7649","lucitanib","Synthetic organic",,,,"223365984","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.100000381469727","","IC50","","8.0","","=","","","","22304225"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","11510","M4205","Synthetic organic",,,,"441604882","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.59000015258789","","IC50","","2.5999999046325684","","=","Biochemical inhibitory potency","","","36728508"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5656","masitinib","Synthetic organic",,,,"178102284","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.099999904632568","","IC50","","800.0","","=","","","","19789626"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","7962","MK-2461","Synthetic organic",,,,"249565645","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.659999847412109","","IC50","","22.0","","=","","","","20145145"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","10658","naporafenib","Synthetic organic",,,,"404859105","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.849999904632568","","Kd","","14.0","","=","Binding affinity determined using the KinomeScan&reg; platform.","","","31059256"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5936","nintedanib","Synthetic organic",,,,"178102559","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.190000057220459","","IC50","","65.0","","=","","","","18559524"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","7816","orantinib","Synthetic organic",,,,"223366147","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.300000190734863","","IC50","","50.0","","=","","","","19110422"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5698","pazopanib","Synthetic organic",,,,"178102325","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.079999923706055","","IC50","","84.0","","=","","","","18620382"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","8183","PD166285","Synthetic organic",,,,"249565863","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.010000228881836","","Ki","","98.30000305175781","","=","","","","9400019"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","6019","PDGF receptor tyrosine kinase inhibitor III","Synthetic organic",,,,"178102641","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.099999904632568","","IC50","","80.0","","=","","","","14584942"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","6020","PDGF receptor tyrosine kinase inhibitor IV","Synthetic organic",,,,"178102642","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.380000114440918","","IC50","","4.199999809265137","","=","","","","16366598"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","6021","PDGF RTK inhibitor","Synthetic organic",,,,"178102643","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.920000076293945","","IC50","","12.0","","=","Inhibition of PDGFR autophosphorylation in human G292 cells","","","16570914"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5658","quizartinib","Synthetic organic",,,,"178102286","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","8.109999656677246","","Kd","","7.699999809265137","","=","","","","19754199"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5056","semaxanib","Synthetic organic",,,,"178101750","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.170000076293945","","IC50","","680.0","","=","","","","10882357"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","10618","seralutinib","Synthetic organic",,,,"404859065","false","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5711","sorafenib","Synthetic organic",,,,"178102337","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.239999771118164","","IC50","","57.0","","=","","","","21613405"
"platelet derived growth factor receptor beta","1804",,"Pdgfrb","P05622","ENSMUSG00000024620",,"",,,,,"","Mouse","5711","sorafenib","Synthetic organic",,,,"178102337","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.239999771118164","","IC50","","57.0","","=","","","","15466206"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","8250","sotuletinib","Synthetic organic",,,,"249565930","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.230000019073486","","IC50","","5860.0","","=","","","","24498562"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","6043","SU11652","Synthetic organic",,,,"178102665","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.520000457763672","","IC50","","3.0","","=","","","","12646019"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5712","SU-14813","Synthetic organic",,,,"178102338","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.399999618530273","","IC50","","4.0","","=","","","","16891463"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","11743","SU5402","Synthetic organic",,,,"458923778","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.289999961853027","","IC50","","510.0","","=","","","","10602697"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5713","sunitinib","Synthetic organic",,,,"178102339","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.199999809265137","","IC50","","5.699999809265137","","=","","","","23279183"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5713","sunitinib","Synthetic organic",,,,"178102339","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","8.100000381469727","","Ki","","8.0","","=","","","","12538485"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","9921","tafetinib","Synthetic organic",,,,"363894215","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.849999904632568","","IC50","","14.0","","=","In a radiometric biochemical protein kinase assay.","","","21638122"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","10387","TAK-632","Synthetic organic",,,,"384403666","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.920000076293945","","IC50","","120.0","","=","Biochemical enzyme inhibition assay.","","","23906342"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5695","tandutinib","Synthetic organic",,,,"178102322","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.699999809265137","","IC50","","200.0","","=","","","","12124172"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","5705","vatalanib","Synthetic organic",,,,"178102332","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.21999979019165","","IC50","","600.0","","=","","","","10882357"
"platelet derived growth factor receptor beta","1804",,"PDGFRB","P09619","ENSG00000113721",,"",,,,,"","Human","9787","zoligratinib","Synthetic organic",,,,"354702260","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.25","","IC50","","560.0","","=","","","","25169980"
"Prolactin receptor","1721",,"PRLR","P16471","ENSG00000113494",,"",,,,,"","Human","4893","choriomammotropin","Peptide",,"CSH1|CSH2","Human","178101593","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
